measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Nigeria,Female,All ages,Cardiovascular diseases,Number,2015,101899.38095443345,133092.300436368,75366.08771683468
Deaths,Nigeria,Male,All ages,Neglected tropical diseases and malaria,Number,2007,133733.93206898478,189539.60939156395,90235.0991431253
Deaths,Nigeria,Female,All ages,Neglected tropical diseases and malaria,Number,2007,119422.1023668597,175886.355147212,71529.99727219758
Deaths,Ethiopia,Male,All ages,Musculoskeletal disorders,Number,2015,824.9367617839034,1340.5655623360901,443.53437859548865
Deaths,Ethiopia,Female,All ages,Musculoskeletal disorders,Number,2015,435.6209200780244,679.791815681077,272.24941016069573
Deaths,Ethiopia,Male,All ages,Other non-communicable diseases,Number,2015,14158.548249129133,20516.25198450069,10212.37971830767
Deaths,Ethiopia,Female,All ages,Other non-communicable diseases,Number,2015,20478.279320538702,26710.239260988837,14658.945864311405
Deaths,Nigeria,Male,All ages,Cardiovascular diseases,Number,2013,88451.45989845581,117982.64576994152,60892.491961106265
Deaths,Nigeria,Female,All ages,Cardiovascular diseases,Number,2013,88871.41765372767,118908.84599501836,64127.25815376213
Deaths,Kenya,Male,All ages,Musculoskeletal disorders,Number,2011,156.60957000578352,254.36145696003155,79.5461866636273
Deaths,Kenya,Female,All ages,Musculoskeletal disorders,Number,2011,161.48112823753252,240.510698978831,101.08832224907295
Deaths,Nigeria,Male,All ages,Neglected tropical diseases and malaria,Number,2008,137098.4811761392,195250.3020164413,89573.12793027864
Deaths,Nigeria,Female,All ages,Neglected tropical diseases and malaria,Number,2008,122775.17208192873,177249.5501970887,73207.11820000212
Deaths,Nigeria,Male,All ages,Digestive diseases,Number,2008,28296.508134108084,42383.515304276836,18282.096896029725
Deaths,Nigeria,Female,All ages,Digestive diseases,Number,2008,13023.279582264622,19783.530484209117,8459.014517334856
Deaths,South Africa,Male,All ages,Cardiovascular diseases,Number,2014,40760.54278423096,44405.43257884546,36658.017270856726
Deaths,South Africa,Female,All ages,Cardiovascular diseases,Number,2014,51267.29167063926,57835.275764962316,44927.41064604765
Deaths,South Africa,Male,All ages,Skin and subcutaneous diseases,Number,2014,440.82541399297173,575.3117602145221,327.9412511714035
Deaths,South Africa,Female,All ages,Skin and subcutaneous diseases,Number,2014,765.0564283950564,998.3630687865048,591.6619242796894
Deaths,Egypt,Male,All ages,HIV/AIDS and sexually transmitted infections,Number,2014,396.7527965387484,594.1473441224078,275.84571762204433
Deaths,Egypt,Female,All ages,HIV/AIDS and sexually transmitted infections,Number,2014,321.64130546555805,489.2690282313383,218.2156104176645
Deaths,Egypt,Male,All ages,Respiratory infections and tuberculosis,Number,2014,16918.656412838325,20619.21489333652,13672.038055708184
Deaths,Egypt,Female,All ages,Respiratory infections and tuberculosis,Number,2014,14467.097301931713,17704.525552264808,11143.405767364453
Deaths,Egypt,Male,All ages,Enteric infections,Number,2014,2780.8105269376897,3976.512127841176,1928.9449691045288
Deaths,Egypt,Female,All ages,Enteric infections,Number,2014,2899.195381641044,4456.281968132373,1974.5039411278385
Deaths,Nigeria,Male,All ages,Neurological disorders,Number,2008,8591.068759893084,13591.13306786641,5474.8378333952
Deaths,Nigeria,Female,All ages,Neurological disorders,Number,2008,7242.231423369239,15221.74047464307,3542.4804231389585
Deaths,Nigeria,Male,All ages,Digestive diseases,Number,2007,28136.412092115297,42588.37294751227,18269.632160665555
Deaths,Nigeria,Female,All ages,Digestive diseases,Number,2007,12918.86635947603,19608.86805160945,8402.77204129903
Deaths,South Africa,Male,All ages,Transport injuries,Number,2015,17552.24437529226,23853.670423125837,12865.328068918085
Deaths,South Africa,Female,All ages,Transport injuries,Number,2015,6731.11626530981,9235.393709542926,4628.653108806294
Deaths,South Africa,Male,All ages,Unintentional injuries,Number,2015,7841.90709783363,9134.07132812428,6642.299035697362
Deaths,South Africa,Female,All ages,Unintentional injuries,Number,2015,3490.7503838467637,4113.0529796867095,2871.9467218123764
Deaths,Egypt,Male,All ages,HIV/AIDS and sexually transmitted infections,Number,2013,379.9862358232811,569.0365260733805,256.63939547114626
Deaths,Egypt,Female,All ages,HIV/AIDS and sexually transmitted infections,Number,2013,305.09142865342903,484.9226505811319,210.31612389322524
Deaths,Egypt,Male,All ages,Respiratory infections and tuberculosis,Number,2013,16961.36612130094,20741.437638660933,13307.811143745375
Deaths,Egypt,Female,All ages,Respiratory infections and tuberculosis,Number,2013,14426.173252875013,17953.39317484614,11058.511042458811
Deaths,Egypt,Male,All ages,Enteric infections,Number,2013,2976.57623995076,4238.031512618188,1978.7340582103989
Deaths,Egypt,Female,All ages,Enteric infections,Number,2013,3098.349522415607,4927.330248845405,2028.4431840451402
Deaths,Nigeria,Male,All ages,Self-harm and interpersonal violence,Number,2008,14890.291379644656,24267.92036684913,9770.352591494493
Deaths,Nigeria,Female,All ages,Self-harm and interpersonal violence,Number,2008,5942.274425474603,9596.934848458695,3401.2954457843202
Deaths,Ethiopia,Male,All ages,Musculoskeletal disorders,Number,2013,765.5236569297494,1215.7787150168012,406.24532813160107
Deaths,Ethiopia,Female,All ages,Musculoskeletal disorders,Number,2013,408.4000760302,622.3379134058159,251.62620091069888
Deaths,Ethiopia,Male,All ages,Other non-communicable diseases,Number,2013,13813.342378210195,19293.96933351114,10441.584305996208
Deaths,Ethiopia,Female,All ages,Other non-communicable diseases,Number,2013,19271.518973258855,25712.45920181596,13604.591072334777
Deaths,Ethiopia,Male,All ages,Neoplasms,Number,2014,29537.75109755745,34183.87438756925,25247.52514656639
Deaths,Ethiopia,Female,All ages,Neoplasms,Number,2014,34007.31632218665,39395.07407453874,29523.573820976064
Deaths,Ethiopia,Male,All ages,Musculoskeletal disorders,Number,2016,850.9220901097441,1366.8117225108158,465.76833969685475
Deaths,Ethiopia,Female,All ages,Musculoskeletal disorders,Number,2016,451.66826485315295,694.9228821610192,279.11011764760747
Deaths,Ethiopia,Male,All ages,Other non-communicable diseases,Number,2016,15307.822573836605,21499.33753142235,11008.508831190265
Deaths,Ethiopia,Female,All ages,Other non-communicable diseases,Number,2016,21128.56506202609,27379.856496027467,15429.428266536592
Deaths,Nigeria,Male,All ages,Chronic respiratory diseases,Number,2014,15479.863443006825,22385.978190336045,10484.116786019551
Deaths,Nigeria,Female,All ages,Chronic respiratory diseases,Number,2014,9272.307884695152,14919.677263298543,5346.636088436702
Deaths,Nigeria,Male,All ages,Transport injuries,Number,2014,32354.857162253025,46281.106811617516,20708.351197937056
Deaths,Nigeria,Female,All ages,Transport injuries,Number,2014,13139.223608740884,20241.680776949026,6848.081767723399
Deaths,Nigeria,Male,All ages,Chronic respiratory diseases,Number,2015,15769.711083100818,24279.20881395899,10391.458452570096
Deaths,Nigeria,Female,All ages,Chronic respiratory diseases,Number,2015,10557.08584276912,17436.002618073537,6016.363165301715
Deaths,Nigeria,Male,All ages,Transport injuries,Number,2015,33848.25034474158,48464.93527421196,21762.438697112484
Deaths,Nigeria,Female,All ages,Transport injuries,Number,2015,14255.193705773312,21742.452170889315,7189.210530657344
Deaths,Ethiopia,Male,All ages,HIV/AIDS and sexually transmitted infections,Number,2015,11588.474347023031,16276.124712095054,7568.919528942176
Deaths,Ethiopia,Female,All ages,HIV/AIDS and sexually transmitted infections,Number,2015,15320.634935252823,21440.436222578577,10544.141927303124
Deaths,Ethiopia,Male,All ages,Respiratory infections and tuberculosis,Number,2015,57211.054518923105,70836.88133899531,45281.55040722214
Deaths,Ethiopia,Female,All ages,Respiratory infections and tuberculosis,Number,2015,37611.23597124439,46266.679924282165,30197.25225887077
Deaths,Ethiopia,Male,All ages,Enteric infections,Number,2015,25615.897994688272,40959.82580662412,14780.378039621244
Deaths,Ethiopia,Female,All ages,Enteric infections,Number,2015,21063.313827077982,31116.587595425754,13457.65674188598
Deaths,Ethiopia,Male,All ages,Other infectious diseases,Number,2015,31417.714334487187,41286.764947120464,23698.663821806498
Deaths,Ethiopia,Female,All ages,Other infectious diseases,Number,2015,23969.386763069113,33178.53031698117,16777.191628125503
Deaths,Ethiopia,Male,All ages,Maternal and neonatal disorders,Number,2015,67172.15382703906,72725.02171655316,60905.11985957327
Deaths,Ethiopia,Female,All ages,Maternal and neonatal disorders,Number,2015,47984.280520601984,52139.196684358045,43212.845326383984
Deaths,Ethiopia,Male,All ages,Substance use disorders,Number,2015,935.8914775068168,1514.8932520760188,542.5391488056022
Deaths,Ethiopia,Female,All ages,Substance use disorders,Number,2015,640.8959841297174,961.7267561251917,432.3765910800519
Deaths,Ethiopia,Male,All ages,Diabetes and kidney diseases,Number,2015,18749.783049144127,24051.316874832348,14476.240556220522
Deaths,Ethiopia,Female,All ages,Diabetes and kidney diseases,Number,2015,11648.709117364468,14597.364981857305,9420.53851290067
Deaths,Egypt,Male,All ages,HIV/AIDS and sexually transmitted infections,Number,2015,419.467641600459,606.2953711755109,301.03659717224895
Deaths,Egypt,Female,All ages,HIV/AIDS and sexually transmitted infections,Number,2015,343.2863495495435,500.20212653313143,245.94991588957606
Deaths,Egypt,Male,All ages,Respiratory infections and tuberculosis,Number,2015,17026.07985303325,20491.890469610502,13963.622231418978
Deaths,Egypt,Female,All ages,Respiratory infections and tuberculosis,Number,2015,14516.499708518408,17625.90294549005,11484.076035913342
Deaths,Egypt,Male,All ages,Enteric infections,Number,2015,2591.048684797543,3606.4844774259573,1847.1473958948
Deaths,Egypt,Female,All ages,Enteric infections,Number,2015,2709.3335224294906,3953.7744643856067,1889.2072892280623
Deaths,Ethiopia,Male,All ages,Nutritional deficiencies,Number,2009,4863.482112084191,7027.097333207628,3003.2184840061605
Deaths,Ethiopia,Female,All ages,Nutritional deficiencies,Number,2009,5139.514249340317,6778.796812637824,3894.6002159021905
Deaths,Ethiopia,Male,All ages,Neurological disorders,Number,2009,6756.041358928989,10976.699450348755,4216.923282340315
Deaths,Ethiopia,Female,All ages,Neurological disorders,Number,2009,5550.856903964753,10759.653347497675,2792.7729523563553
Deaths,Nigeria,Male,All ages,Unintentional injuries,Number,2016,29849.54176064985,39917.471997882334,22355.07445972716
Deaths,Nigeria,Female,All ages,Unintentional injuries,Number,2016,21802.745195128166,27564.803569727643,15976.604927824024
Deaths,Nigeria,Male,All ages,Neurological disorders,Number,2007,8311.287609096385,13088.425068158365,5270.291693500318
Deaths,Nigeria,Female,All ages,Neurological disorders,Number,2007,6963.429921240912,14536.843123721977,3519.854578877229
Deaths,Nigeria,Male,All ages,Self-harm and interpersonal violence,Number,2007,14376.435553200017,23736.18587342322,9351.472318330163
Deaths,Nigeria,Female,All ages,Self-harm and interpersonal violence,Number,2007,5648.467604412867,9030.893311168353,3050.681887939392
Deaths,Egypt,Male,All ages,Cardiovascular diseases,Number,2007,114751.58074606008,129869.49514887937,98018.08114713772
Deaths,Egypt,Female,All ages,Cardiovascular diseases,Number,2007,100524.02480051208,113961.62777629205,87302.37422871521
Deaths,Egypt,Male,All ages,Chronic respiratory diseases,Number,2007,7017.04688489626,9823.134703004727,4682.972195311856
Deaths,Egypt,Female,All ages,Chronic respiratory diseases,Number,2007,4590.045045006037,7036.9775536889265,3085.2737295527763
Deaths,Egypt,Male,All ages,Transport injuries,Number,2007,7913.141083363626,11208.382191599034,5112.852320642033
Deaths,Egypt,Female,All ages,Transport injuries,Number,2007,1732.1111060012704,2340.9839998984635,1110.6254429577405
Deaths,Egypt,Male,All ages,Unintentional injuries,Number,2007,6923.218807327804,8794.845282383576,5438.7972168442275
Deaths,Egypt,Female,All ages,Unintentional injuries,Number,2007,2801.7330293806012,3400.672526785344,2286.205548006678
Deaths,Nigeria,Male,All ages,Chronic respiratory diseases,Number,2013,15442.81970840257,23601.416074080258,10331.856666687381
Deaths,Nigeria,Female,All ages,Chronic respiratory diseases,Number,2013,8844.660314714198,14575.857126487133,5272.839541414812
Deaths,Nigeria,Male,All ages,Transport injuries,Number,2013,31823.76571156264,45164.393184077366,20188.34279188596
Deaths,Nigeria,Female,All ages,Transport injuries,Number,2013,12943.069734960682,20248.823044100824,6629.738584198196
Deaths,Ethiopia,Male,All ages,Mental disorders,Number,2009,0.005385255714926132,0.07088804098882845,0.00020663415341539692
Deaths,Ethiopia,Female,All ages,Mental disorders,Number,2009,0.014983508049075013,0.05529073042900261,0.0029605326465635836
Deaths,South Africa,Male,All ages,Transport injuries,Number,2014,17385.943522736412,23429.764077738313,12647.359862769435
Deaths,South Africa,Female,All ages,Transport injuries,Number,2014,6739.511307957232,9337.070924705935,4720.978579854556
Deaths,South Africa,Male,All ages,Unintentional injuries,Number,2014,7815.701155883379,9173.167995735732,6621.2008875656575
Deaths,South Africa,Female,All ages,Unintentional injuries,Number,2014,3559.986112494452,4197.83742413548,2957.9144648956685
Deaths,Ethiopia,Male,All ages,HIV/AIDS and sexually transmitted infections,Number,2016,11509.169647740835,16193.275991274706,7496.274545624548
Deaths,Ethiopia,Female,All ages,HIV/AIDS and sexually transmitted infections,Number,2016,15390.104753767671,21217.452175680795,10461.259376087422
Deaths,Ethiopia,Male,All ages,Respiratory infections and tuberculosis,Number,2016,56643.34271402926,71516.89983021612,44493.20123348311
Deaths,Ethiopia,Female,All ages,Respiratory infections and tuberculosis,Number,2016,36828.22646571692,46056.82460787889,29125.452622417466
Deaths,Ethiopia,Male,All ages,Enteric infections,Number,2016,24607.726354872553,40657.95474995832,14223.873790770525
Deaths,Ethiopia,Female,All ages,Enteric infections,Number,2016,20597.664831452545,30365.854131648655,13172.156382970972
Deaths,Ethiopia,Male,All ages,Other infectious diseases,Number,2016,31727.8367659556,41301.7604880428,21798.650180063632
Deaths,Ethiopia,Female,All ages,Other infectious diseases,Number,2016,23974.918427759876,31392.059644893052,17063.457924866485
Deaths,Ethiopia,Male,All ages,Maternal and neonatal disorders,Number,2016,66490.30520395296,72015.81326016327,60061.9423555651
Deaths,Ethiopia,Female,All ages,Maternal and neonatal disorders,Number,2016,46636.90993975478,50934.935018718206,41767.29792204697
Deaths,Ethiopia,Male,All ages,Substance use disorders,Number,2016,992.813986693343,1583.1119871318986,582.0781830123365
Deaths,Ethiopia,Female,All ages,Substance use disorders,Number,2016,677.5001510874301,1004.6291495379913,445.1380360319989
Deaths,Ethiopia,Male,All ages,Diabetes and kidney diseases,Number,2016,19246.942309526865,24510.69467109962,15151.058041273034
Deaths,Ethiopia,Female,All ages,Diabetes and kidney diseases,Number,2016,12053.620656737965,15153.1686116785,9626.10771352863
Deaths,Kenya,Male,All ages,Nutritional deficiencies,Number,2009,710.5769694398195,1180.1360573822835,413.1283338869014
Deaths,Kenya,Female,All ages,Nutritional deficiencies,Number,2009,636.5513412607038,796.3180550134089,509.60739436670076
Deaths,Kenya,Male,All ages,HIV/AIDS and sexually transmitted infections,Number,2011,21895.293812546268,28775.553238842655,15860.64501594211
Deaths,Kenya,Female,All ages,HIV/AIDS and sexually transmitted infections,Number,2011,21749.289833080507,26194.809831658684,17304.460239516553
Deaths,Kenya,Male,All ages,Respiratory infections and tuberculosis,Number,2011,23225.625014714373,29324.626576950068,17511.259105480673
Deaths,Kenya,Female,All ages,Respiratory infections and tuberculosis,Number,2011,18804.487578710156,23431.323849589473,14479.12064198452
Deaths,Kenya,Male,All ages,Enteric infections,Number,2011,14944.577914558395,21063.620554851077,9848.158637050414
Deaths,Kenya,Female,All ages,Enteric infections,Number,2011,12153.19120890109,17274.572642472795,8455.756282402184
Deaths,Kenya,Male,All ages,Other infectious diseases,Number,2011,7582.198756231992,10445.687699652424,5289.137096264811
Deaths,Kenya,Female,All ages,Other infectious diseases,Number,2011,7386.35480551886,9961.4668650711,5162.901707475652
Deaths,Kenya,Male,All ages,Maternal and neonatal disorders,Number,2011,11863.373337965813,13736.056676021526,9933.990126902518
Deaths,Kenya,Female,All ages,Maternal and neonatal disorders,Number,2011,14556.712270733911,16723.41149580379,12657.325889419868
Deaths,Kenya,Male,All ages,Substance use disorders,Number,2011,414.8584899421505,659.1142649057291,249.80684840063597
Deaths,Kenya,Female,All ages,Substance use disorders,Number,2011,243.41987341371313,370.6497038251136,157.083732293147
Deaths,Kenya,Male,All ages,Diabetes and kidney diseases,Number,2011,8587.268628571886,11159.039255094043,6381.157339953073
Deaths,Kenya,Female,All ages,Diabetes and kidney diseases,Number,2011,7281.048193453277,9757.829060412774,4873.875991692535
Deaths,South Africa,Male,All ages,Nutritional deficiencies,Number,2007,2244.5797947439846,2679.47738391277,1851.215940158847
Deaths,South Africa,Female,All ages,Nutritional deficiencies,Number,2007,2308.0323244692754,2693.4073886004207,1985.1826515910645
Deaths,South Africa,Male,All ages,Neurological disorders,Number,2007,2561.472550615052,4720.262975768373,1495.0783564776539
Deaths,South Africa,Female,All ages,Neurological disorders,Number,2007,5043.524457330324,11138.77635114503,2053.145379298521
Deaths,Egypt,Male,All ages,Neglected tropical diseases and malaria,Number,2009,298.4776248286976,389.3043389532603,213.36497310992695
Deaths,Egypt,Female,All ages,Neglected tropical diseases and malaria,Number,2009,245.48449933533854,347.23631223779853,167.4544995332898
Deaths,Kenya,Male,All ages,Neoplasms,Number,2015,9916.481006677903,11399.81645141838,8433.530748920131
Deaths,Kenya,Female,All ages,Neoplasms,Number,2015,14099.90576189215,16557.59065369026,12002.77164124627
Deaths,Kenya,Male,All ages,Neurological disorders,Number,2009,2611.9994572189667,4137.288576896121,1435.5366732433042
Deaths,Kenya,Female,All ages,Neurological disorders,Number,2009,2606.8908133788586,4910.420846824491,1234.4016798079351
Deaths,Kenya,Male,All ages,Mental disorders,Number,2009,0.005545850382486441,0.06415047610272918,0.0006566965512145197
Deaths,Kenya,Female,All ages,Mental disorders,Number,2009,0.023550829525280606,0.07624293677553902,0.005934857455291926
Deaths,Ethiopia,Male,All ages,Musculoskeletal disorders,Number,2014,795.869633204151,1307.10864266981,428.2015820004257
Deaths,Ethiopia,Female,All ages,Musculoskeletal disorders,Number,2014,421.36758330914233,656.987071335426,258.7712883990032
Deaths,Ethiopia,Male,All ages,Other non-communicable diseases,Number,2014,14582.026962983413,20590.9238970938,10777.023676810024
Deaths,Ethiopia,Female,All ages,Other non-communicable diseases,Number,2014,20273.57911167303,26235.580779990716,14719.443730459654
Deaths,South Africa,Male,All ages,Mental disorders,Number,2007,0.012026742075090526,0.08003433576987093,0.0019396975792918677
Deaths,South Africa,Female,All ages,Mental disorders,Number,2007,0.07646464395722753,0.23077855476666445,0.023030126657636495
Deaths,Nigeria,Male,All ages,Unintentional injuries,Number,2015,29446.618743392188,38723.42519474864,22666.66785143512
Deaths,Nigeria,Female,All ages,Unintentional injuries,Number,2015,21295.460641479203,27468.446845065926,15349.813530968797
Deaths,Nigeria,Male,All ages,Unintentional injuries,Number,2014,29327.60144769228,38079.11216374247,22587.85445601885
Deaths,Nigeria,Female,All ages,Unintentional injuries,Number,2014,20522.41044855653,26638.450191347587,14859.10215890124
Deaths,Egypt,Male,All ages,Digestive diseases,Number,2009,29399.416829490634,39927.64583292613,20008.830353156467
Deaths,Egypt,Female,All ages,Digestive diseases,Number,2009,19996.714022406297,27302.94244405923,14209.066202501766
Deaths,Ethiopia,Male,All ages,HIV/AIDS and sexually transmitted infections,Number,2013,11296.755110754932,15743.019156425073,7615.618625233746
Deaths,Ethiopia,Female,All ages,HIV/AIDS and sexually transmitted infections,Number,2013,15125.37112689039,21413.67278369497,10187.423851633152
Deaths,Ethiopia,Male,All ages,Respiratory infections and tuberculosis,Number,2013,56771.4197015609,68269.1763679786,44611.94587952454
Deaths,Ethiopia,Female,All ages,Respiratory infections and tuberculosis,Number,2013,37980.7380586242,47166.7849152535,29788.24651910244
Deaths,Ethiopia,Male,All ages,Enteric infections,Number,2013,27323.905402348075,43172.03142674783,15067.033125086351
Deaths,Ethiopia,Female,All ages,Enteric infections,Number,2013,21678.438339133616,30762.092764942136,13952.372735728097
Deaths,Ethiopia,Male,All ages,Other infectious diseases,Number,2013,33883.75711817194,44281.29858678749,25154.47716822546
Deaths,Ethiopia,Female,All ages,Other infectious diseases,Number,2013,26477.4447617178,35396.70399502176,18469.762415853344
Deaths,Ethiopia,Male,All ages,Maternal and neonatal disorders,Number,2013,67266.59741660689,73664.2021742244,60525.22520587853
Deaths,Ethiopia,Female,All ages,Maternal and neonatal disorders,Number,2013,50874.43047565297,56028.189579480255,45150.012039211564
Deaths,Ethiopia,Male,All ages,Substance use disorders,Number,2013,879.8060346520913,1400.5376178602655,523.3189567157592
Deaths,Ethiopia,Female,All ages,Substance use disorders,Number,2013,597.3877569182779,882.6772838371189,390.4952524688621
Deaths,Ethiopia,Male,All ages,Diabetes and kidney diseases,Number,2013,17592.274992948667,22888.494014187843,13853.07099334533
Deaths,Ethiopia,Female,All ages,Diabetes and kidney diseases,Number,2013,11074.314691618065,13800.890211504842,9102.975924197095
Deaths,Nigeria,Male,All ages,Unintentional injuries,Number,2013,28858.039840333462,37697.34597172076,21681.320782059578
Deaths,Nigeria,Female,All ages,Unintentional injuries,Number,2013,19968.327921657816,25660.48399213674,14352.51421708825
Deaths,Egypt,Male,All ages,Neurological disorders,Number,2009,3246.5338511057944,6751.737097972698,1547.1650782123736
Deaths,Egypt,Female,All ages,Neurological disorders,Number,2009,3359.77932204819,7300.0739610021465,1546.8387678071863
Deaths,Egypt,Male,All ages,Self-harm and interpersonal violence,Number,2009,1676.164320261627,2473.5274994728506,1127.59806169819
Deaths,Egypt,Female,All ages,Self-harm and interpersonal violence,Number,2009,427.0248464977977,559.7283911560638,285.94273950416317
Deaths,Ethiopia,Male,All ages,HIV/AIDS and sexually transmitted infections,Number,2014,11547.802462033653,16300.62684818831,7816.581930900704
Deaths,Ethiopia,Female,All ages,HIV/AIDS and sexually transmitted infections,Number,2014,15438.645935955503,21787.60638663521,10507.562975148488
Deaths,Ethiopia,Male,All ages,Respiratory infections and tuberculosis,Number,2014,57470.20321480473,70333.65697020349,45410.48666122502
Deaths,Ethiopia,Female,All ages,Respiratory infections and tuberculosis,Number,2014,38302.81010127321,47191.16876518187,30531.677225529387
Deaths,Ethiopia,Male,All ages,Enteric infections,Number,2014,26947.720924086272,42567.460086063555,15684.43877522033
Deaths,Ethiopia,Female,All ages,Enteric infections,Number,2014,21785.092505939218,32665.265622308663,14046.850594540027
Deaths,Ethiopia,Male,All ages,Other infectious diseases,Number,2014,32183.19444796711,41935.974763708924,23531.014372829082
Deaths,Ethiopia,Female,All ages,Other infectious diseases,Number,2014,24977.817269854226,33079.913129912995,17694.89243067193
Deaths,Ethiopia,Male,All ages,Maternal and neonatal disorders,Number,2014,67758.87544301599,73694.10980955671,61534.159913010146
Deaths,Ethiopia,Female,All ages,Maternal and neonatal disorders,Number,2014,49500.06590525545,54112.53002018399,44531.46857647718
Deaths,Ethiopia,Male,All ages,Substance use disorders,Number,2014,910.8960554038765,1445.488126963665,534.0906942147857
Deaths,Ethiopia,Female,All ages,Substance use disorders,Number,2014,619.8246878584434,923.4634863683906,403.25356785096346
Deaths,Ethiopia,Male,All ages,Diabetes and kidney diseases,Number,2014,18148.754705375955,23071.865346075312,14051.629046417525
Deaths,Ethiopia,Female,All ages,Diabetes and kidney diseases,Number,2014,11372.850047870283,14062.277423241125,9295.088634779037
Deaths,Kenya,Male,All ages,Neoplasms,Number,2016,10253.32278157424,11801.347772210716,8903.38356380663
Deaths,Kenya,Female,All ages,Neoplasms,Number,2016,14762.874761297688,17284.170271096547,12452.118455727445
Deaths,South Africa,Male,All ages,Cardiovascular diseases,Number,2013,39314.71120757078,43058.33504813797,35258.50942531205
Deaths,South Africa,Female,All ages,Cardiovascular diseases,Number,2013,49431.33413111265,55626.15800393494,43033.49589478282
Deaths,South Africa,Male,All ages,Skin and subcutaneous diseases,Number,2013,422.39979953450967,552.5821644789838,310.6536861648468
Deaths,South Africa,Female,All ages,Skin and subcutaneous diseases,Number,2013,729.2628596243095,957.2222651885639,570.3336160979472
Deaths,Nigeria,Male,All ages,Musculoskeletal disorders,Number,2010,68.93308481487907,118.73367509512588,32.88212724453784
Deaths,Nigeria,Female,All ages,Musculoskeletal disorders,Number,2010,493.9785062647632,788.9614999306094,267.01539827404685
Deaths,Nigeria,Male,All ages,Other non-communicable diseases,Number,2010,29664.683988225817,41501.7693941916,20007.290008834938
Deaths,Nigeria,Female,All ages,Other non-communicable diseases,Number,2010,30768.735197285994,75097.71576285249,17079.624535208124
Deaths,Kenya,Male,All ages,Neoplasms,Number,2014,9560.445418890971,11085.190659520542,8086.062602167441
Deaths,Kenya,Female,All ages,Neoplasms,Number,2014,13381.06851407566,15975.000252085194,11174.688981476733
Deaths,Ethiopia,Male,All ages,Nutritional deficiencies,Number,2010,4584.508964789491,6580.881301742199,2861.5399167540536
Deaths,Ethiopia,Female,All ages,Nutritional deficiencies,Number,2010,4500.762272904749,5932.227363861235,3348.9088648149846
Deaths,Ethiopia,Male,All ages,Neurological disorders,Number,2010,7039.33452724225,11270.250169639083,4391.845865425393
Deaths,Ethiopia,Female,All ages,Neurological disorders,Number,2010,5777.514042034223,11147.951704793222,2869.995100324673
Deaths,Nigeria,Male,All ages,Musculoskeletal disorders,Number,2009,66.38774426129878,117.17778650314978,32.35644056760065
Deaths,Nigeria,Female,All ages,Musculoskeletal disorders,Number,2009,472.82954269337307,779.9970787190416,260.3054935428169
Deaths,Nigeria,Male,All ages,Other non-communicable diseases,Number,2009,28864.02593926704,40130.531492002,19519.781271294196
Deaths,Nigeria,Female,All ages,Other non-communicable diseases,Number,2009,29777.459001977884,73455.06980164922,16906.601318896006
Deaths,Kenya,Male,All ages,Musculoskeletal disorders,Number,2015,175.64249685895703,280.47923666447264,89.73882913304243
Deaths,Kenya,Female,All ages,Musculoskeletal disorders,Number,2015,185.76645144619644,287.72740578198915,117.57203574444983
Deaths,Egypt,Male,All ages,Neglected tropical diseases and malaria,Number,2008,295.1868312679576,401.45801058681775,201.45282240623882
Deaths,Egypt,Female,All ages,Neglected tropical diseases and malaria,Number,2008,240.00183676380053,342.00482866713355,157.36728846018374
Deaths,Egypt,Male,All ages,Digestive diseases,Number,2008,28868.31007545306,38958.110975480624,19504.070993885147
Deaths,Egypt,Female,All ages,Digestive diseases,Number,2008,19498.63246060318,26914.106790199665,13671.579184395056
Deaths,Nigeria,Male,All ages,Skin and subcutaneous diseases,Number,2010,1324.619954844392,2564.58070125098,610.7477706686873
Deaths,Nigeria,Female,All ages,Skin and subcutaneous diseases,Number,2010,1533.846794657544,2897.111027254514,770.9700518183373
Deaths,Ethiopia,Male,All ages,Mental disorders,Number,2010,0.0057822894996736865,0.07757362893765993,0.00022183820672533458
Deaths,Ethiopia,Female,All ages,Mental disorders,Number,2010,0.01642287118140778,0.06225517538398628,0.003016299754452356
Deaths,Kenya,Male,All ages,Nutritional deficiencies,Number,2010,708.7010737816875,1152.8558221850644,408.69267227560266
Deaths,Kenya,Female,All ages,Nutritional deficiencies,Number,2010,628.7067442456707,788.1988163073901,495.20957190693053
Deaths,Nigeria,Male,All ages,Substance use disorders,Number,2010,1158.8246993023583,1891.9628051113507,620.7769655375156
Deaths,Nigeria,Female,All ages,Substance use disorders,Number,2010,265.48207689344554,423.8563972657149,154.04680490161098
Deaths,Nigeria,Male,All ages,Diabetes and kidney diseases,Number,2010,27889.21912003452,39163.39323149202,20933.343778612598
Deaths,Nigeria,Female,All ages,Diabetes and kidney diseases,Number,2010,14941.972744015475,21190.31279964403,10312.009494350785
Deaths,South Africa,Male,All ages,Neoplasms,Number,2011,24725.96992758723,27264.300816816754,22129.713297920287
Deaths,South Africa,Female,All ages,Neoplasms,Number,2011,24563.2450345248,27593.86422351943,22037.522439150198
Deaths,Egypt,Male,All ages,Nutritional deficiencies,Number,2018,227.62872450888813,293.3128367893023,176.70780874852298
Deaths,Egypt,Female,All ages,Nutritional deficiencies,Number,2018,255.57706062255502,316.20522791919996,206.86330548661292
