measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Nigeria,Both,All ages,Other non-communicable diseases,Number,2015,70511.36898766506,125351.32525485492,50418.22822380606
Deaths,South Africa,Both,All ages,Mental disorders,Number,2010,0.11421355614632717,0.3306071893368093,0.03820616714397719
Deaths,Ethiopia,Both,All ages,Skin and subcutaneous diseases,Number,2014,1925.42726992087,2918.767031341423,1186.0293053867324
Deaths,Ethiopia,Both,All ages,Transport injuries,Number,2014,21721.52669065923,29221.93955903946,15681.942371557425
Deaths,Ethiopia,Both,All ages,Unintentional injuries,Number,2014,30497.119515010516,35559.55939751931,24790.945794793235
Deaths,South Africa,Both,All ages,Transport injuries,Number,2022,24445.675125456448,30615.83251587985,18947.67625464824
Deaths,South Africa,Both,All ages,Unintentional injuries,Number,2022,11516.527343619331,13189.09463506393,10021.15461815521
Deaths,Ethiopia,Both,All ages,Skin and subcutaneous diseases,Number,2018,2358.2622631525765,3657.5578267553446,1385.6138579023639
Deaths,Ethiopia,Both,All ages,Transport injuries,Number,2018,27235.748980101685,36655.91344762719,18905.85505574482
Deaths,Ethiopia,Both,All ages,Unintentional injuries,Number,2018,32240.4690807057,38305.86649795468,26780.611436685227
Deaths,Kenya,Both,All ages,Neoplasms,Number,2007,18957.061991928724,21162.804732169996,16924.484591625456
Deaths,Ethiopia,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2011,26232.913406298067,35894.44605960938,17568.648789315237
Deaths,Ethiopia,Both,All ages,Respiratory infections and tuberculosis,Number,2011,99872.18910070501,118921.84715538805,82765.19822496461
Deaths,Ethiopia,Both,All ages,Enteric infections,Number,2011,55153.513550670046,79099.29474728684,38245.17237094126
Deaths,Ethiopia,Both,All ages,Other infectious diseases,Number,2011,66802.94975302863,88456.24410371487,49028.36955375792
Deaths,Ethiopia,Both,All ages,Maternal and neonatal disorders,Number,2011,124904.16628562922,135081.78254219037,114437.8134260292
Deaths,Ethiopia,Both,All ages,Substance use disorders,Number,2011,1402.0154849077667,2030.1577044160347,986.7774589314006
Deaths,Ethiopia,Both,All ages,Diabetes and kidney diseases,Number,2011,27552.2859887197,33407.87284955162,23186.693810630375
Deaths,Kenya,Both,All ages,Musculoskeletal disorders,Number,2007,271.56274693919914,374.6736284832061,179.23767592235868
Deaths,Kenya,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2007,59176.949500507115,66082.00729874214,53017.769230162194
Deaths,Kenya,Both,All ages,Respiratory infections and tuberculosis,Number,2007,41382.28142080107,49072.94836167358,34810.570991082706
Deaths,Kenya,Both,All ages,Enteric infections,Number,2007,30347.566298827263,37742.86115487738,22949.22115870903
Deaths,Kenya,Both,All ages,Other infectious diseases,Number,2007,15135.961260159078,20059.963912022336,11440.477035922968
Deaths,Kenya,Both,All ages,Maternal and neonatal disorders,Number,2007,26561.536940372524,29929.85202032257,23936.68612670179
Deaths,Kenya,Both,All ages,Substance use disorders,Number,2007,527.8646128788113,730.7707329850913,374.4676532436895
Deaths,Kenya,Both,All ages,Diabetes and kidney diseases,Number,2007,13313.765200954333,15892.912433456815,10519.93290923037
Deaths,Ethiopia,Both,All ages,Skin and subcutaneous diseases,Number,2019,2490.6164957874203,3948.7690667514494,1525.6554289652404
Deaths,Ethiopia,Both,All ages,Transport injuries,Number,2019,29000.63529367361,38833.02214295158,20792.178043639877
Deaths,Ethiopia,Both,All ages,Unintentional injuries,Number,2019,33211.6809184076,39403.78735307499,27293.380616862734
Deaths,South Africa,Both,All ages,Nutritional deficiencies,Number,2021,2816.82839639672,3170.1600996406914,2535.6951128613105
Deaths,Nigeria,Both,All ages,Nutritional deficiencies,Number,2021,34319.27607198763,50699.623088588785,20512.519417712763
Deaths,South Africa,Both,All ages,Cardiovascular diseases,Number,2017,93873.80501829424,101965.87799078776,85602.8017884358
Deaths,South Africa,Both,All ages,Skin and subcutaneous diseases,Number,2017,1340.7325347777,1638.926137874369,1123.7959495508924
Deaths,Egypt,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2019,800.7104138938971,1071.7328169733978,601.8344906651719
Deaths,Egypt,Both,All ages,Respiratory infections and tuberculosis,Number,2019,28962.139729876995,33552.019571859404,24688.520720407785
Deaths,Egypt,Both,All ages,Enteric infections,Number,2019,3776.640566380131,5069.335072456285,2970.037804183327
Deaths,South Africa,Both,All ages,Digestive diseases,Number,2021,13878.071278026055,15339.701603990923,12466.671344426954
Deaths,Nigeria,Both,All ages,Unintentional injuries,Number,2022,54293.42422173484,67980.90808983182,40139.979525484734
Deaths,Nigeria,Both,All ages,Neoplasms,Number,2010,67449.88105034288,79748.36779231916,55831.03876401082
Deaths,Nigeria,Both,All ages,Mental disorders,Number,2010,0.14395751646260113,0.47833069563216624,0.044625123413384794
Deaths,Egypt,Both,All ages,Transport injuries,Number,2012,12102.826611359997,15244.526005592761,9007.052949612424
Deaths,Egypt,Both,All ages,Unintentional injuries,Number,2012,11819.112661419154,13494.025569363723,10207.129472274075
Deaths,Egypt,Both,All ages,Neurological disorders,Number,2007,6367.783660645446,13654.386836642378,3042.982386020257
Deaths,Egypt,Both,All ages,Self-harm and interpersonal violence,Number,2007,1948.337298328152,2884.9506834245867,1367.167358504514
Deaths,Egypt,Both,All ages,Skin and subcutaneous diseases,Number,2011,342.66908092334523,478.8772220189856,231.93296809199234
Deaths,Egypt,Both,All ages,Other infectious diseases,Number,2011,7352.350400343685,9803.428350694434,5579.900746920819
Deaths,Egypt,Both,All ages,Maternal and neonatal disorders,Number,2011,15587.602682893666,18453.223130619404,12838.05736993506
Deaths,Egypt,Both,All ages,Substance use disorders,Number,2011,106.08244039459537,158.35675119409785,69.60840391759228
Deaths,Egypt,Both,All ages,Diabetes and kidney diseases,Number,2011,44393.54665128111,52461.455353175406,37024.3974005961
Deaths,Nigeria,Both,All ages,Unintentional injuries,Number,2012,48061.15706451064,58663.225787999865,38020.03231416576
Deaths,South Africa,Both,All ages,Musculoskeletal disorders,Number,2008,709.8891361208757,919.4866706628451,524.3184104075395
Deaths,South Africa,Both,All ages,Other non-communicable diseases,Number,2008,8188.726446819749,9199.037867563848,7300.353033400329
Deaths,South Africa,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2008,253797.6412260635,267953.6156717639,243076.5851831079
Deaths,South Africa,Both,All ages,Respiratory infections and tuberculosis,Number,2008,70706.77507168741,76702.17738723868,65182.26848768531
Deaths,South Africa,Both,All ages,Enteric infections,Number,2008,30450.50815702581,36517.373359438876,25459.709581921565
Deaths,South Africa,Both,All ages,Digestive diseases,Number,2014,14320.617635248402,15896.499382485426,12739.228897720079
Deaths,Nigeria,Both,All ages,Unintentional injuries,Number,2014,49850.01189624881,60968.18700521405,38905.6849508663
Deaths,South Africa,Both,All ages,Transport injuries,Number,2014,24125.454830693634,29778.906346429412,19401.163153871843
Deaths,South Africa,Both,All ages,Unintentional injuries,Number,2014,11375.68726837782,12955.724198048552,9983.542672634208
Deaths,Nigeria,Both,All ages,Neurological disorders,Number,2014,20363.177249396995,35523.306436059014,11984.03383348701
Deaths,Egypt,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2022,735.0906945020133,1073.1384566477057,514.3013896384003
Deaths,Egypt,Both,All ages,Respiratory infections and tuberculosis,Number,2022,46420.7062300253,54252.562610162866,40809.467504978784
Deaths,Egypt,Both,All ages,Enteric infections,Number,2022,3080.566067627603,4314.883278392984,2229.390174639785
Deaths,Nigeria,Both,All ages,Skin and subcutaneous diseases,Number,2011,2931.1200087148427,4548.338767632753,1803.9575129574291
Deaths,Nigeria,Both,All ages,Unintentional injuries,Number,2007,45599.40503585892,57836.33538730612,35520.05800390669
Deaths,Egypt,Both,All ages,Cardiovascular diseases,Number,2017,253184.16506696865,271455.7073123621,235118.82928413438
Deaths,Egypt,Both,All ages,Chronic respiratory diseases,Number,2017,13901.444554515307,17996.8920414196,11274.83970696225
Deaths,Nigeria,Both,All ages,Nutritional deficiencies,Number,2017,38236.43801278505,52599.08760400587,25418.964965554846
Deaths,Egypt,Both,All ages,Digestive diseases,Number,2015,56771.107275270275,66923.39022453151,47061.93104324279
Deaths,South Africa,Both,All ages,Self-harm and interpersonal violence,Number,2020,29242.97554760202,34920.95805426918,23638.6658950568
Deaths,Nigeria,Both,All ages,Self-harm and interpersonal violence,Number,2020,26696.74975111845,37190.00464689509,19111.24801265966
Deaths,Ethiopia,Both,All ages,Nutritional deficiencies,Number,2015,8527.85341688527,10914.93732926511,6384.400561045817
Deaths,Ethiopia,Both,All ages,Neurological disorders,Number,2015,15667.48149902136,28695.74565727452,8930.309390139162
Deaths,Nigeria,Both,All ages,Chronic respiratory diseases,Number,2017,26750.252146632345,36036.491774798655,20111.737371755917
Deaths,Nigeria,Both,All ages,Transport injuries,Number,2017,50427.25008647032,68171.44267076344,34046.70594108574
Deaths,Nigeria,Both,All ages,Musculoskeletal disorders,Number,2016,711.4584423909599,1123.5318908628947,418.98722916596927
Deaths,Nigeria,Both,All ages,Other non-communicable diseases,Number,2016,71867.94070957166,130113.21864728256,51226.06931030655
Deaths,South Africa,Both,All ages,Digestive diseases,Number,2022,14674.635729229425,16493.454237787024,12795.967575667482
Deaths,Nigeria,Both,All ages,Neurological disorders,Number,2022,27207.32358499978,46923.68647010776,15540.015981723678
Deaths,Kenya,Both,All ages,Neoplasms,Number,2011,21653.008590988404,24143.79348506947,18895.15951264324
Deaths,South Africa,Both,All ages,Digestive diseases,Number,2013,14019.271449747417,15490.674167338308,12541.199018288487
Deaths,Egypt,Both,All ages,Neglected tropical diseases and malaria,Number,2022,391.4597184170198,521.5972764751169,278.3787643620879
Deaths,Egypt,Both,All ages,Cardiovascular diseases,Number,2018,262862.7246756343,281860.6733771695,240933.5902140805
Deaths,Egypt,Both,All ages,Chronic respiratory diseases,Number,2018,14494.902492298126,19181.327978749065,11661.424959714122
Deaths,South Africa,Both,All ages,Neoplasms,Number,2023,70401.17391394588,78971.92057095001,63787.04510801754
Deaths,South Africa,Both,All ages,Musculoskeletal disorders,Number,2023,1045.3475010323418,1416.0111639617362,765.9787931941236
Deaths,South Africa,Both,All ages,Other non-communicable diseases,Number,2023,13561.103552089213,15876.99914917551,10553.595969336624
Deaths,South Africa,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2023,116009.40774541612,144584.7326213417,87626.74966654668
Deaths,South Africa,Both,All ages,Respiratory infections and tuberculosis,Number,2023,63297.94191190608,72139.76424019452,54533.10605844846
Deaths,South Africa,Both,All ages,Enteric infections,Number,2023,14809.345889379736,21514.79302131887,11474.809743618329
Deaths,South Africa,Both,All ages,Other infectious diseases,Number,2023,7238.334688565144,9340.332966823313,5452.491118640689
Deaths,South Africa,Both,All ages,Maternal and neonatal disorders,Number,2023,13291.616420894641,14352.740002260658,12238.179019366478
Deaths,South Africa,Both,All ages,Substance use disorders,Number,2023,1815.1513747335264,2463.618398034319,1377.811695991096
Deaths,South Africa,Both,All ages,Diabetes and kidney diseases,Number,2023,49886.06044732892,57521.68198174248,42345.05918894185
Deaths,Egypt,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2021,783.2997057682011,1095.8614006171147,581.9645020078847
Deaths,Egypt,Both,All ages,Respiratory infections and tuberculosis,Number,2021,157897.07467087847,169673.96447703897,146741.15645403665
Deaths,Egypt,Both,All ages,Enteric infections,Number,2021,3382.0621843471577,4692.226154647739,2515.233791480633
Deaths,Nigeria,Both,All ages,Self-harm and interpersonal violence,Number,2019,25771.438899005116,35008.06695592564,18080.261878149915
Deaths,Ethiopia,Both,All ages,Neglected tropical diseases and malaria,Number,2018,16204.61918251156,28306.663006412473,7633.662359387392
Deaths,Ethiopia,Both,All ages,Chronic respiratory diseases,Number,2018,13473.313362916311,17045.195871741882,10290.463361553857
Deaths,Kenya,Both,All ages,Nutritional deficiencies,Number,2003,1553.006361352196,2066.127390882037,1159.4924404999515
Deaths,South Africa,Both,All ages,Neurological disorders,Number,2018,12037.896459069985,24735.091670738373,5549.876309919458
Deaths,Nigeria,Both,All ages,Neurological disorders,Number,2021,26362.06842222223,46373.53314211067,14837.959038652993
Deaths,South Africa,Both,All ages,Transport injuries,Number,2012,23395.132849068086,28650.26912546701,18820.00166422994
Deaths,South Africa,Both,All ages,Unintentional injuries,Number,2012,11132.13077271158,12570.830575203916,9852.02765820717
Deaths,Nigeria,Both,All ages,Neoplasms,Number,2023,115712.89384143105,137111.0162331464,94971.93520000429
Deaths,Nigeria,Both,All ages,Mental disorders,Number,2023,0.3081309100932679,0.8837527844234141,0.0882896477811141
Deaths,Ethiopia,Both,All ages,Skin and subcutaneous diseases,Number,2020,2556.8660618788135,4080.8617081406537,1632.8561503318829
Deaths,Ethiopia,Both,All ages,Transport injuries,Number,2020,29443.95640228848,39928.49062914417,21175.255957559002
Deaths,Ethiopia,Both,All ages,Unintentional injuries,Number,2020,33071.74671217576,39432.05858367777,27066.25454113866
Deaths,Ethiopia,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2010,27621.215286706418,37403.49517907798,18483.106404392784
Deaths,Ethiopia,Both,All ages,Respiratory infections and tuberculosis,Number,2010,101819.57354030681,123817.83279485366,84656.26603080955
Deaths,Ethiopia,Both,All ages,Enteric infections,Number,2010,58272.69381261192,84180.06407896055,39953.58364734772
Deaths,Ethiopia,Both,All ages,Other infectious diseases,Number,2010,71803.64752025307,92019.657995784,52387.96014131359
Deaths,Ethiopia,Both,All ages,Maternal and neonatal disorders,Number,2010,128133.8614060473,138813.70893139468,118456.8042369962
Deaths,Ethiopia,Both,All ages,Substance use disorders,Number,2010,1357.2413802379594,1984.2432947140546,937.9592510948872
Deaths,Ethiopia,Both,All ages,Diabetes and kidney diseases,Number,2010,26865.266312523214,32428.06034099763,22640.051453684337
Deaths,Kenya,Both,All ages,Musculoskeletal disorders,Number,2011,318.0906982433158,442.3383249120553,211.38722760717616
Deaths,South Africa,Both,All ages,Self-harm and interpersonal violence,Number,2021,29773.036937559053,35260.734364700955,24598.762838276703
Deaths,Kenya,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2013,43026.05483836284,50090.92517377879,35956.40005604092
Deaths,Kenya,Both,All ages,Respiratory infections and tuberculosis,Number,2013,40068.78011550321,48187.968347289716,32944.10366785517
Deaths,Kenya,Both,All ages,Enteric infections,Number,2013,24381.968423914277,31449.450337995455,18318.63118354641
Deaths,Kenya,Both,All ages,Other infectious diseases,Number,2013,13520.218691580933,17064.93107596514,10166.441496109803
Deaths,Kenya,Both,All ages,Maternal and neonatal disorders,Number,2013,25418.07048831199,28155.595345466012,23022.862594989
Deaths,Kenya,Both,All ages,Substance use disorders,Number,2013,710.9341848357085,1002.2496156264946,500.64149351448924
Deaths,Kenya,Both,All ages,Diabetes and kidney diseases,Number,2013,17019.466304493115,20993.421076270577,13090.715602298556
Deaths,Ethiopia,Both,All ages,Digestive diseases,Number,2015,35075.65792959206,44949.09474087934,27004.388731806226
Deaths,Egypt,Both,All ages,Skin and subcutaneous diseases,Number,2015,406.2929369438502,525.7882316119488,309.5713587876823
Deaths,Egypt,Both,All ages,Other infectious diseases,Number,2015,7967.716003994592,9610.61765081603,6361.267315589907
Deaths,Egypt,Both,All ages,Maternal and neonatal disorders,Number,2015,15016.88633763392,17273.412154104473,12878.85781691137
Deaths,Egypt,Both,All ages,Substance use disorders,Number,2015,120.06515753744368,174.038601462852,82.2038793805484
Deaths,Egypt,Both,All ages,Diabetes and kidney diseases,Number,2015,53407.094280809506,60475.14629821814,46292.20217720472
Deaths,Egypt,Both,All ages,Neglected tropical diseases and malaria,Number,2021,500.0964279149208,640.650588691981,367.95862301568496
Deaths,South Africa,Both,All ages,Neoplasms,Number,2021,60770.53335206561,65683.88581727141,56630.811487422136
Deaths,Ethiopia,Both,All ages,Skin and subcutaneous diseases,Number,2021,2740.487767864832,4434.510140296365,1750.7606242284194
Deaths,Ethiopia,Both,All ages,Transport injuries,Number,2021,31089.07589701029,43059.074062390166,21961.08414478953
Deaths,Ethiopia,Both,All ages,Unintentional injuries,Number,2021,34156.394679534795,40545.44891066951,28191.41178080609
Deaths,Egypt,Both,All ages,Neurological disorders,Number,2023,11672.676012157273,23872.635237983828,5924.715647705012
Deaths,Egypt,Both,All ages,Self-harm and interpersonal violence,Number,2023,2929.260661833949,4166.306209840957,2064.570615440328
Deaths,Kenya,Both,All ages,Cardiovascular diseases,Number,2011,23145.32969073222,27725.044119903047,19063.852903749634
Deaths,Kenya,Both,All ages,Other non-communicable diseases,Number,2011,6134.58391719508,7734.240878679714,4915.956491029329
Deaths,Kenya,Both,All ages,Skin and subcutaneous diseases,Number,2011,484.2253037919702,742.4224095022548,303.3011526269129
Deaths,South Africa,Both,All ages,Self-harm and interpersonal violence,Number,2012,29555.495576469504,35412.09297023022,24340.98286235572
Deaths,Kenya,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2011,43644.583645626844,51019.97439326522,36523.83790152386
Deaths,Kenya,Both,All ages,Respiratory infections and tuberculosis,Number,2011,42030.1125934245,50977.08249909147,35196.540638874416
Deaths,Kenya,Both,All ages,Enteric infections,Number,2011,27097.769123459486,34747.300523458565,20583.872427685248
Deaths,Kenya,Both,All ages,Other infectious diseases,Number,2011,14968.553561750854,18979.30769469461,11298.411030234865
Deaths,Kenya,Both,All ages,Maternal and neonatal disorders,Number,2011,26420.08560869972,29217.462479816633,23827.175154816843
Deaths,Kenya,Both,All ages,Substance use disorders,Number,2011,658.2783633558637,926.8196720017411,455.82227258346825
Deaths,Kenya,Both,All ages,Diabetes and kidney diseases,Number,2011,15868.316822025161,19519.05409509183,12007.665615248003
Deaths,Ethiopia,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2015,26909.109282275866,37680.97594585371,18476.324696441105
Deaths,Ethiopia,Both,All ages,Respiratory infections and tuberculosis,Number,2015,94822.29049016748,113944.50496374753,79900.79801076297
Deaths,Ethiopia,Both,All ages,Enteric infections,Number,2015,46679.21182176625,63403.23482164968,33940.36984206087
Deaths,Ethiopia,Both,All ages,Other infectious diseases,Number,2015,55387.10109755627,74257.22779208816,40802.634975172274
Deaths,Ethiopia,Both,All ages,Maternal and neonatal disorders,Number,2015,115156.43434764107,123484.76866490213,106734.53608908206
Deaths,Ethiopia,Both,All ages,Substance use disorders,Number,2015,1576.7874616365334,2208.2012903521722,1104.7732535967841
Deaths,Ethiopia,Both,All ages,Diabetes and kidney diseases,Number,2015,30398.492166508582,35430.15484750987,25731.553811919315
Deaths,South Africa,Both,All ages,Self-harm and interpersonal violence,Number,2013,29962.173270455765,35810.37298807495,24542.811013188624
Deaths,South Africa,Both,All ages,Neglected tropical diseases and malaria,Number,2017,517.0537566564457,869.3458798038071,331.59021226996316
Deaths,South Africa,Both,All ages,Chronic respiratory diseases,Number,2017,19811.149155749932,24265.236691728558,17324.316213963484
Deaths,Nigeria,Both,All ages,Neurological disorders,Number,2017,22854.43626403835,40117.638187147255,12945.447333622584
Deaths,Nigeria,Both,All ages,Unintentional injuries,Number,2017,52691.60931507903,64890.708318604724,40015.513510751356
Deaths,Kenya,Both,All ages,Neoplasms,Number,2010,20932.424716899543,23533.69142767696,18346.71848800438
Deaths,Ethiopia,Both,All ages,Musculoskeletal disorders,Number,2017,1350.7576675086498,1906.0115630947334,869.6809556368588
Deaths,Ethiopia,Both,All ages,Other non-communicable diseases,Number,2017,37618.97421512328,45913.28744274108,30651.956618517834
Deaths,Nigeria,Both,All ages,Self-harm and interpersonal violence,Number,2021,28509.521711206417,39841.42821764966,20283.940513168953
Deaths,South Africa,Both,All ages,Self-harm and interpersonal violence,Number,2022,31542.937261421273,37745.54267067429,25411.159655364158
Deaths,Nigeria,Both,All ages,Self-harm and interpersonal violence,Number,2022,27418.10041684988,38849.90239992652,18716.063796734008
Deaths,Egypt,Both,All ages,Digestive diseases,Number,2016,56754.06321004237,65286.86190115417,48557.35237982409
Deaths,Kenya,Both,All ages,Cardiovascular diseases,Number,2010,22261.279177881926,26553.920271516658,18192.908014399705
Deaths,Kenya,Both,All ages,Other non-communicable diseases,Number,2010,5963.393447358242,7483.193487004536,4772.835788124878
Deaths,Kenya,Both,All ages,Skin and subcutaneous diseases,Number,2010,461.80635229757985,708.76768608347,294.3438993570348
Deaths,Ethiopia,Both,All ages,Nutritional deficiencies,Number,2016,8320.964490947536,10749.878684016629,6146.925281568301
Deaths,Ethiopia,Both,All ages,Neurological disorders,Number,2016,16265.325845121399,30024.851096136095,9384.854530069184
Deaths,South Africa,Both,All ages,Mental disorders,Number,2019,0.1498885813473608,0.4099838177362873,0.04315140207068661
Deaths,Nigeria,Both,All ages,Musculoskeletal disorders,Number,2017,739.4509816009714,1125.0632092467304,434.6000302751945
Deaths,Nigeria,Both,All ages,Other non-communicable diseases,Number,2017,72490.43825419202,133353.9297710913,51050.634637815725
Deaths,South Africa,Both,All ages,Self-harm and interpersonal violence,Number,2014,30708.46098951886,36503.629102990184,24944.596701381135
Deaths,Egypt,Both,All ages,Cardiovascular diseases,Number,2020,262522.1593557211,287503.80719682534,235754.98943766908
Deaths,Egypt,Both,All ages,Chronic respiratory diseases,Number,2020,14599.397327059029,18966.44634387643,11486.9497514425
Deaths,Nigeria,Both,All ages,Self-harm and interpersonal violence,Number,2014,30756.77178028428,39815.57129251523,23082.77185207161
Deaths,Ethiopia,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2018,28759.36034846896,39609.86858636617,19630.732293515448
Deaths,Ethiopia,Both,All ages,Respiratory infections and tuberculosis,Number,2018,95111.82811894355,112769.58339664186,79012.67119738508
Deaths,Ethiopia,Both,All ages,Enteric infections,Number,2018,43391.88013483094,59650.02578099866,30558.266092684502
Deaths,Ethiopia,Both,All ages,Other infectious diseases,Number,2018,39077.555609121926,53367.59563069682,29034.577602119538
Deaths,Ethiopia,Both,All ages,Maternal and neonatal disorders,Number,2018,110771.66048633783,119301.97274522157,103192.61111889075
Deaths,Ethiopia,Both,All ages,Substance use disorders,Number,2018,1885.214786517669,2571.577354085067,1348.6829678533118
Deaths,Ethiopia,Both,All ages,Diabetes and kidney diseases,Number,2018,33586.07912059743,39787.97993079509,28056.00659576392
Deaths,Kenya,Both,All ages,Cardiovascular diseases,Number,2015,25242.63846820632,30130.570291613214,20713.843239224796
Deaths,Kenya,Both,All ages,Other non-communicable diseases,Number,2015,6354.779075947343,8065.572524292982,5084.130267921085
Deaths,Kenya,Both,All ages,Skin and subcutaneous diseases,Number,2015,559.3943378545627,840.5578379087328,349.5381244017271
Deaths,Ethiopia,Both,All ages,Neglected tropical diseases and malaria,Number,2020,17862.059768965497,26104.31166065762,9761.87348075807
Deaths,Ethiopia,Both,All ages,Chronic respiratory diseases,Number,2020,12574.457837859392,16330.861827600755,9203.643343467744
Deaths,Egypt,Both,All ages,Transport injuries,Number,2007,9645.252189364897,12838.091825117926,6605.614785966468
Deaths,Egypt,Both,All ages,Unintentional injuries,Number,2007,9724.951836708393,11513.864810660603,8124.500960055798
Deaths,Ethiopia,Both,All ages,Self-harm and interpersonal violence,Number,2007,20332.94282666631,26624.223525910085,15822.659715123136
Deaths,Ethiopia,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2020,28603.090036080932,39185.68379087775,19454.811032777925
Deaths,Ethiopia,Both,All ages,Respiratory infections and tuberculosis,Number,2020,148626.64514631493,163577.16526039134,134302.48645841936
Deaths,Ethiopia,Both,All ages,Enteric infections,Number,2020,38262.37978058343,53122.83857496054,26129.70640533755
Deaths,Ethiopia,Both,All ages,Other infectious diseases,Number,2020,33103.18584847003,44097.4619610271,24411.83470000778
Deaths,Ethiopia,Both,All ages,Maternal and neonatal disorders,Number,2020,105649.95655088588,112919.5960183209,98354.19931018705
Deaths,Ethiopia,Both,All ages,Substance use disorders,Number,2020,2051.4290869768106,2774.520872287851,1447.8033228036027
Deaths,Ethiopia,Both,All ages,Diabetes and kidney diseases,Number,2020,34657.182768654624,41466.863453663835,28653.690983716442
Deaths,Ethiopia,Both,All ages,Skin and subcutaneous diseases,Number,2022,3030.8607008503027,4796.883098999049,1866.1587843563723
Deaths,Ethiopia,Both,All ages,Transport injuries,Number,2022,34096.4327372692,46887.138286419045,24261.49618280998
Deaths,Ethiopia,Both,All ages,Unintentional injuries,Number,2022,35227.85407188702,41834.268623087075,29111.221612946203
Deaths,Ethiopia,Both,All ages,Self-harm and interpersonal violence,Number,2008,20742.85145630678,28452.20232740732,16010.67038038201
Deaths,Kenya,Both,All ages,Neoplasms,Number,2015,24016.386768570053,26827.163000003067,20618.811489488326
Deaths,Kenya,Both,All ages,Musculoskeletal disorders,Number,2010,306.06377547606974,426.9906506181314,198.02196055639854
Deaths,Egypt,Both,All ages,Skin and subcutaneous diseases,Number,2014,372.35023673024875,499.2595408369662,276.6484432642592
Deaths,Egypt,Both,All ages,Other infectious diseases,Number,2014,7501.847303387656,9285.993928359752,5969.659091323445
Deaths,Egypt,Both,All ages,Maternal and neonatal disorders,Number,2014,15073.636467142283,17501.77420377617,12896.794214683288
Deaths,Egypt,Both,All ages,Substance use disorders,Number,2014,116.59599925681863,172.50590082514307,80.64931489638778
Deaths,Egypt,Both,All ages,Diabetes and kidney diseases,Number,2014,49874.92888290036,56852.405267633476,42996.4759906518
Deaths,Kenya,Both,All ages,Nutritional deficiencies,Number,2007,1428.0128798211897,1967.4245873114965,1037.715798164967
Deaths,Ethiopia,Both,All ages,Self-harm and interpersonal violence,Number,2009,21064.78839457966,26812.22128599119,16659.93076856723
Deaths,Kenya,Both,All ages,Transport injuries,Number,2011,9058.122935016465,12866.415495327356,6160.104897626778
Deaths,Ethiopia,Both,All ages,Skin and subcutaneous diseases,Number,2012,1763.1494011433294,2725.825504828948,1069.7447194881975
Deaths,Ethiopia,Both,All ages,Transport injuries,Number,2012,20635.20156344845,26623.54008330398,15138.518170176898
Deaths,Ethiopia,Both,All ages,Unintentional injuries,Number,2012,29551.796013588522,34765.70452474712,23865.829194498594
Deaths,Egypt,Both,All ages,Cardiovascular diseases,Number,2016,256587.49692654042,276283.9304663915,237288.2710807927
Deaths,Egypt,Both,All ages,Chronic respiratory diseases,Number,2016,13996.981811062145,17744.735731214663,11318.234353476177
Deaths,South Africa,Both,All ages,Cardiovascular diseases,Number,2013,88746.04533868351,96287.45909145253,80739.92673347604
Deaths,South Africa,Both,All ages,Skin and subcutaneous diseases,Number,2013,1151.6626591588197,1452.7775078507857,971.6611512367873
Deaths,Kenya,Both,All ages,Neoplasms,Number,2018,27344.82311851318,30620.955240234165,24019.94315611812
Deaths,Egypt,Both,All ages,Skin and subcutaneous diseases,Number,2017,437.397643600301,540.885556058476,342.80595840008
Deaths,Egypt,Both,All ages,Other infectious diseases,Number,2017,6348.637445670842,7973.138907538526,5211.914340497113
Deaths,Egypt,Both,All ages,Maternal and neonatal disorders,Number,2017,13652.633330870285,15681.859917699236,11606.78653074945
Deaths,Egypt,Both,All ages,Substance use disorders,Number,2017,127.88415992152085,183.13707626310176,84.55458094121202
Deaths,Egypt,Both,All ages,Diabetes and kidney diseases,Number,2017,55011.7548576361,62719.61757870081,47289.853620258335
Deaths,Ethiopia,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2014,26986.448397989145,37342.742411202744,18434.153394696015
Deaths,Ethiopia,Both,All ages,Respiratory infections and tuberculosis,Number,2014,95773.01331607795,114826.56604859425,80634.20606371455
Deaths,Ethiopia,Both,All ages,Enteric infections,Number,2014,48732.8134300254,67027.35963854511,35052.51805368196
Deaths,Ethiopia,Both,All ages,Other infectious diseases,Number,2014,57161.011717821355,74077.5725440657,42433.410527525404
Deaths,Ethiopia,Both,All ages,Maternal and neonatal disorders,Number,2014,117258.9413482715,125252.58497736478,108854.10929120955
Deaths,Ethiopia,Both,All ages,Substance use disorders,Number,2014,1530.7207432623197,2101.8055992731597,1084.2718141792918
